Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"We were able to replicate the previous study, finding that, at least in East Asian origin populations, the <span class=""gene"" id=""21845591-8-107-111"">APOE</span> e4 allele is a stronger predictor of incident <span class=""disease"" id=""21845591-8-158-166"">dementia</span> in the presence of depressive syndrome, and particular depressive symptoms."	21845591.0	2011.0
Dementia	C0497327	IL1B	3553	0.1	Biomarker		BEFREE	"This review will focus on the intracerebral production of the pro- and anti-inflammatory cytokines interleukin IL-1beta, <span class=""gene"" id=""12909295-5-121-125"">IL-1</span> receptor antagonist (IL-1ra), IL-6 and TNF-alpha in <span class=""disease"" id=""12909295-5-178-186"">dementia</span>, and their relation to gene polymorphism, to cerebral neuronal damage, apoptosis, and to clinical variables of <span class=""disease"" id=""12909295-5-298-306"">dementia</span>."	12909295.0	2003.0
Dementia	C0497327	SMCP	4184	0.01	Biomarker		BEFREE	"This study explored the effectiveness of the individualized Meeting Centers Support Program (iMCSP) consisting of DemenTalent (people with <span class=""disease"" id=""31692559-2-139-147"">dementia</span> work as volunteers in a society based on their talents), Dementelcoach (telephone coaching), and STAR e-Learning for caregivers, compared to regular <span class=""gene"" id=""31692559-2-297-301"">MCSP</span> and No day care support."	31692559.0	2019.0
Dementia	C0497327	FOLH1	2346	0.01	Biomarker		BEFREE	"In the current review article, we take up five topics: <span class=""gene"" id=""28744708-4-55-89"">prostate-specific membrane antigen</span> imaging, recent advances in radionuclide therapy, [&lt;sup&gt;18&lt;/sup&gt;F]fluorodeoxyglucose positron-emission tomography (PET) for <span class=""disease"" id=""28744708-4-214-222"">dementia</span>, quantitative PET assessment of myocardial perfusion, and iodine-124 (&lt;sup&gt;124&lt;/sup&gt;I)."	28744708.0	2017.0
Dementia	C0497327	MAPT	4137	0.5	Biomarker		BEFREE	"5' splice site mutations in tau associated with the inherited <span class=""disease"" id=""10329720-0-62-70"">dementia</span> <span class=""gene"" id=""10329720-0-71-78"">FTDP-17</span> affect a stem-loop structure that regulates alternative splicing of exon 10."	10329720.0	1999.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"This study aimed to compare serum cortisol concentrations in cognitively healthy elderly and in subjects with cognitive impairment no dementia (CIND) and <span class=""disease"" id=""23611893-1-154-162"">dementia</span>, besides to evaluate these concentrations according to <span class=""gene"" id=""23611893-1-218-234"">apolipoprotein E</span> genotype (APOE)."	23611893.0	2013.0
Dementia	C0497327	TAS2R62P	338399	0.02	GeneticVariation		BEFREE	"Herein we report the case of a German EOAD patient with a family history of <span class=""disease"" id=""9728730-3-76-84"">dementia</span> and a missense mutation at codon 139 (<span class=""variant"" dbSNP=""rs63751037"" genes_norm=""5663"">M139V</span>) of the <span class=""gene"" id=""9728730-3-137-141"">PS-1</span> gene."	9728730.0	1998.0
Dementia	C0497327	MAPK1	5594	0.01	Biomarker		BEFREE	"Further studies are needed to evaluate the role of CSF IL-12/23 <span class=""gene"" id=""28464009-10-64-67"">p40</span> in other <span class=""disease"" id=""28464009-10-77-86"">dementias</span> and SMCI."	28464009.0	2017.0
Dementia	C0497327	MAPT	4137	0.5	GeneticVariation		LHGDN	Hereditary frontotemporal dementia caused by Tau gene mutations.	17493040.0	2007.0
Dementia	C0497327	COPD	260431	0.05	Biomarker		BEFREE	"This risk, at least in part, reflects multiple factors: age-related changes in the central and peripheral nervous system; multiple pre-existing co-morbidities (such as <span class=""disease"" id=""30401568-4-168-176"">dementia</span> and <span class=""gene"" id=""30401568-4-181-185"">COPD</span>); polypharmacy; suboptimal social support; and increased susceptibility to hypothermia, burn-related infections, and electrolyte and metabolic dysregulations."	30401568.0	2019.0
Dementia	C0497327	CLU	1191	0.08	GeneticVariation		BEFREE	"We screened 37 AD, 8 mild cognitive impairment (MCI), 3 AD and CVD (cerebrovascular disease), 3 MCI and CVD, 8 frontotemporal dementia (FTD) and 2 progressive supranuclear palsy (PSP) patients, and 28 normal controls (NCs).We sequenced PSEN1, PSEN2 and APP (EOAD risk factors), as well as MAPT, GRN and TARDBP for all cases and NCs, and analysed the APOE, <span class=""gene"" id=""26159191-3-356-359"">CLU</span>, CR1 and PICALM genotypes as well as the MAPT and ACE haplotypes (LOAD risk factors) for the AD (n = 37) and AD + MCI (n = 45) cases and NCs (n = 28).We identified variants in PSEN1, PSEN2 and TARDBP across a range of phenotypes (AD, AD and CVD, FTD and PSP), suggesting that screening of all known candidate genes of Alzheimer's and non-Alzheimer's forms of <span class=""disease"" id=""26159191-3-719-728"">dementias</span> in all dementia cases might be warranted."	26159191.0	2015.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Independent variables included in this analysis were age, sex, education, APOE-e4 (<span class=""gene"" id=""17287448-5-83-88"">APOE4</span>) status, family history of <span class=""disease"" id=""17287448-5-116-124"">dementia</span>, Mini-Mental State Examination score, Digits Backwards (Wechsler Memory Scale), Maze Time and Errors, Number Cancellation, Delayed Recall of Alzheimer's Disease Assessment Scale Word List, New York University Paragraph Recall Test (Immediate and Delayed), Boston Naming Test, Category Fluency, Clock Drawing Test, and the Alzheimer's Disease Assessment Scale-Cognitive subscale (ADAS-cog)."	17287448.0	2007.0
Dementia	C0497327	ROGDI	79641	0.1	Biomarker		HPO			
Dementia	C0497327	IL15	3600	0.01	Biomarker		BEFREE	"High levels of the biomarkers were also associated with cortical thinning (primarily in the precuneus and superior parietal regions) and with subsequent cognitive deterioration in patients without <span class=""disease"" id=""30054439-9-197-205"">dementia</span> as measured with Mini-Mental State Examination (YKL-40) and Clinical Dementia Rating Sum of Boxes (YKL-40, ICAM-1, VCAM-1 and <span class=""gene"" id=""30054439-9-332-337"">IL-15</span>)."	30054439.0	2018.0
Dementia	C0497327	TGFB1	7040	0.04	Biomarker		BEFREE	"We compared the efficacy of EX and simvastatin (SV) pharmacotherapy to counteract cognitive deficits induced by a high-cholesterol diet (2%, HCD) in mice overexpressing <span class=""gene"" id=""31557051-3-169-175"">TGF-β1</span> (TGF mice), a model of vascular cognitive impairment and <span class=""disease"" id=""31557051-3-233-241"">dementia</span>."	31557051.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Carrying at least 1 <span class=""gene"" id=""29528855-7-20-24"">APOE</span>-ε4 allele doubled the risk of <span class=""disease"" id=""29528855-7-55-63"">dementia</span>, whereas sex did <span class=""negexp"">not exert a statistically significant effect</span>."	29528855.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Analyses of covariance controlling for age at death, <span class=""disease"" id=""15933386-6-53-61"">dementia</span> severity (Clinical <span class=""disease"" id=""15933386-6-81-89"">Dementia</span> Rating score), and <span class=""gene"" id=""15933386-6-109-114"">APOE4</span> allele indicated that diabetics had significantly fewer neuritic plaques (p =.008) and NFTs (p =.047) in the cerebral cortex than did nondiabetics."	15933386.0	2005.0
Dementia	C0497327	UBR4	23352	0.01	Biomarker		BEFREE	"Two of these genes were independently mutated in more than one family with similar phenotypes, which substantiates their link to human disease (AKAP6 in intellectual disability and <span class=""gene"" id=""28600779-9-181-185"">UBR4</span> in early <span class=""disease"" id=""28600779-9-195-203"">dementia</span>)."	28600779.0	2017.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"We also found reduced deactivation in non-demented <span class=""gene"" id=""18346764-8-51-56"">APOE4</span> carriers compared to non-carriers, suggesting alterations in the default-mode network in the absence of <span class=""disease"" id=""18346764-8-161-169"">dementia</span>."	18346764.0	2008.0
Dementia	C0497327	APOE	348	0.2	Biomarker		LHGDN	"The impact of <span class=""gene"" id=""17250929-0-14-30"">apolipoprotein E</span> on <span class=""disease"" id=""17250929-0-34-42"">dementia</span> in persons with Down's syndrome."	17250929.0	2008.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"After adjusting for age, sex, education, smoking, alcohol intake, systolic blood pressure, use of antihypertensive agents, glycosylated hemoglobin, serum total cholesterol, body mass index, and regular exercise, the risks of all-cause <span class=""disease"" id=""21649613-7-235-243"">dementia</span> and AD were significantly higher in <span class=""gene"" id=""21649613-7-280-287"">APOE-ɛ4</span> carriers than in noncarriers, but <span class=""negexp"">no such association</span> was observed for VaD (all-cause <span class=""disease"" id=""21649613-7-374-382"">dementia</span>: hazard ratio (HR)=1.81, P=.004; AD: HR=3.42, P&lt;.001; VaD: HR=1.08, P=.86)."	21649613.0	2011.0
Dementia	C0497327	APP	351	0.7	AlteredExpression		BEFREE	"Factors which influence Abeta levels, rather than overexpression of <span class=""gene"" id=""11983636-6-68-71"">APP</span>, may account for the differences in age at onset of <span class=""disease"" id=""11983636-6-124-132"">dementia</span> in Down's syndrome."	11983636.0	2002.0
Dementia	C0497327	IGFALS	3483	0.1	GeneticVariation		BEFREE	"Therefore, the activation of the NF-κB pathway may be related to the pathology of GVD formation and <span class=""disease"" id=""30946927-10-100-108"">dementia</span> with tauopathy, including AD and <span class=""gene"" id=""30946927-10-142-145"">ALS</span>-OPTN."	30946927.0	2019.0
Dementia	C0497327	MCI2	100233226	0.01	Biomarker		BEFREE	"The majority (83.8%) of participants with incident <span class=""disease"" id=""28490651-5-51-59"">dementia</span> were diagnosed with <span class=""gene"" id=""28490651-5-80-85"">MCI 2</span> years prior to their <span class=""disease"" id=""28490651-5-107-115"">dementia</span> diagnosis."	28490651.0	2017.0
Dementia	C0497327	GBA	2629	0.16	GeneticVariation		BEFREE	"We conducted pooled analyses using logistic regression to investigate <span class=""gene"" id=""23588557-5-70-74"">GBA1</span> mutation carrier status as predicting DLB or PD with <span class=""disease"" id=""23588557-5-128-136"">dementia</span> status, using common control subjects as a reference group."	23588557.0	2013.0
Dementia	C0497327	MAPT	4137	0.5	Biomarker		BEFREE	"Beta-amlyoid 1-42 and <span class=""gene"" id=""16899997-0-22-25"">tau</span>-protein in cerebrospinal fluid of patients with Parkinson's disease <span class=""disease"" id=""16899997-0-94-102"">dementia</span>."	16899997.0	2006.0
Dementia	C0497327	WASF1	8936	0.01	GeneticVariation		BEFREE	"Those with a greater decline in walking speed from <span class=""gene"" id=""29508385-9-51-57"">Wave 1</span> to 2 were at greater risk of developing <span class=""disease"" id=""29508385-9-98-106"">dementia</span> (HR=1.23, 95% CI=1.03-1.47)."	29508385.0	2018.0
Dementia	C0497327	SRSF5	6430	0.01	GeneticVariation		BEFREE	"We evaluated individual-level data from the AD Genetics Consortium (ADGC: 10,079 AD cases and 9613 controls), the Health and Retirement Study (<span class=""gene"" id=""26079416-3-143-146"">HRS</span>: 8403 participants with algorithm-predicted <span class=""disease"" id=""26079416-3-191-199"">dementia</span> status), and published associations from the Genetic and Environmental Risk for AD consortium (GERAD1: 3177 AD cases and 7277 controls)."	26079416.0	2015.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Cox proportional hazards models with delayed entry were used to estimate the cumulative risk of <span class=""disease"" id=""28869468-6-96-104"">dementia</span> and were adjusted for sex, education, and <span class=""gene"" id=""28869468-6-147-152"">ApoE4</span> genotype."	28869468.0	2017.0
Dementia	C0497327	MAPT	4137	0.5	Biomarker		BEFREE	"Abnormalities of amyloid beta peptide, alpha-synuclein protein, and hyperphosphorylated <span class=""gene"" id=""12891666-3-88-91"">tau</span> protein account for more than 90% of degenerative <span class=""disease"" id=""12891666-3-142-151"">dementias</span>."	12891666.0	2003.0
Dementia	C0497327	S100B	6285	0.03	AlteredExpression		BEFREE	"Increasing levels of <span class=""gene"" id=""27995575-8-21-26"">S100B</span>, platelet-derived growth factor-AA (PDGF-AA), brain-derived neurotrophic factor (BDNF), and sRAGE were associated with decreased odds of mild neurocognitive disorder (n = 22) or HIV-associated <span class=""disease"" id=""27995575-8-220-228"">dementia</span> (n = 15) compared with normal function (n = 30) or asymptomatic neurocognitive impairment (n = 11)."	27995575.0	2017.0
Dementia	C0497327	BCL2	596	0.04	AlteredExpression		BEFREE	"We stratified 75 brain tissues from Alzheimer's disease into hyperphosphorylated tau positive or negative and did co-expression analyses and qRTPCR for importin-β and exportin-5 plus several <span class=""gene"" id=""29414391-2-191-195"">bcl2</span> family members and compared the data to controls, Down's <span class=""disease"" id=""29414391-2-253-261"">dementia</span> and Parkinson's disease."	29414391.0	2018.0
Dementia	C0497327	BCHE	590	0.1	Biomarker		BEFREE	"<span class=""gene"" id=""29850777-7-0-14"">Cholinesterase</span> inhibitors increase the availability of acetylcholine at synapses in the brain and are one of the few drug therapies that have been proven clinically useful in the treatment of Alzheimer's disease <span class=""disease"" id=""29850777-7-212-220"">dementia</span>, thus validating the cholinergic system as an important therapeutic target in the disease."	29850777.0	2018.0
Dementia	C0497327	PLD1	5337	0.01	Biomarker		BEFREE	"Collectively, these studies provide evidence for inhibition of <span class=""gene"" id=""31797996-9-63-67"">PLD1</span> as a potential therapeutic strategy in preventing progression of cognitive decline associated with AD and related <span class=""disease"" id=""31797996-9-182-190"">dementia</span>."	31797996.0	2019.0
